,kanda_name,sarga,verse_ref,shloka,translation
16,Bala,1,१-१-१७,"स च सर्वगुणोपेतः कौसल्यानन्दवर्धनः |
समुद्र इव गाम्भीर्ये धैर्येण हिमवानिव","""He who betters the happiness of his mother Kausalya is an embodiment of all noble merits, and in profundity 
he is like an unfathomable ocean, and by fortitude he is unalterable like the kingly Himalayan mountain..."
17,Bala,1,१-१-१८,"विष्णुना सदृशो वीर्ये सोमवत्प्रियदर्शनः |
कालाग्निसदृशः क्रोधे क्षमया पृथिवीसमः","""In valour Rama is comparable to Vishnu, and in his looks he is attractive like the moon, he equals 
the earth in his forgiveness, but he is matchable to world ending fire in his wrath... and in benevolence 
he is identical to Kubera, God of Wealth, and in his candour he is like Dharma itself, the 
Truth personified, with none to rival him... [1-1-18, 19a]"
18,Bala,1,१-१-१९,तमेवं गुणसम्पन्नं रामं सत्यपराक्रमम्,"""Lord of the land King Dasaratha with an intent for doing good to the people, affectionately desired to endow with regent-hood to that Rama, 
the eldest and a dear son to Dasaratha and who possessed such merits with true valour, together with best of qualities, 
and concerned for welfare of the people....[1-1-29b, 20, 21a]"
19,Bala,1,१-१-२१,तस्याभिषेकसंभारान् दृष्ट्वा भार्याथ कैकयी,"""Then seeing the arrangements for the anointment of Rama as crown-prince, Kaikeyi, the dear wife 
and a queen of Dasaratha, solicited boons that were once accorded to her by Dasharatha, for the 
banishment of Rama and anointment of Bharata as boons. [1-1-21b, 22]"
20,Bala,1,१-१-२३,"स सत्यवचनाद् राजा धर्मपाशेन संयतः |
विवासयामास सुतं रामं दशरथः प्रियम्","""Bound by his true plighted word and by the noose of righteousness that king Dasharatha 
		exiled his dear son Rama to forests."
21,Bala,1,१-१-२४,"स जगाम वनं वीरः प्रतिज्ञामनुपालयन् |
पितुर्वचननिर्देशात् कैकेय्याः प्रियकारणात्","""That warrior Rama went to forest for pleasing Kaikeyi, and as 
directed by his father, and to follow his father's word of honour."
22,Bala,1,१-१-२५,"तं व्रजन्तं प्रियो भ्राता लक्ष्मणोऽनुजगाम ह |
स्नेहाद्विनयसम्पन्नः सुमित्रानन्दवर्धनः","""While that Rama was going on exile, Lakshmana, endowed with humbleness, and augmentor of his mother Sumitra's joy, and a loving and a 
dear brother to Rama, followed him out of affection, showing brotherly fraternity.[1-1-25, 26a]"
23,Bala,1,१-१-२६,रामस्य दयिता भार्या नित्यं प्राणसमा हिता,"""Even Seetha, daughter-in-law of Dasaratha, and Rama's beloved wife equalling to Rama's life, ever well disposed, born in the family of Janaka and one as though 
	fashioned by a Divine marvel, endowed with all good characteristics and the best among women, followed Rama to forest, like Rohini following the Moon... [1-1-26b, 
	27, 28a]"
24,Bala,1,१-१-२८,पौरैरनुगतो दूरं पित्रा दशरथेन च,"""The citizens of Ayodhya and his father Dasaratha followed virtuous Rama for a 
distance when he started on his exile. Later Rama reached the tribal chief named Guha, who liked 
Rama, on the bank of River Ganga in a town called Sringaberapura. Together with Guha, 
Lakshmana and Seetha, he left off the charioteer. [1-1-28b, 29, 30a]"
25,Bala,1,१-१-३०,ते वनेन वनं गत्वा नदीस्तीर्त्वा बहूदकाः,"""That trio of Seetha, Rama and Lakshmana after going from forest to forest and crossing many a river with much waters, 
by the ordainment of Bharadwaja, arrived at Chitrakuta, and building a handsome cottage there, they lived happily and delightfully 
in the woods there, like gods and gandharvas... [1-1-30b, 31, 32a]"
26,Bala,1,१-१-३२,चित्रकूटं गते रामे पुत्रशोकातुरस्तदा,"""On Rama going to Chitrakuta thus, King Dasharatha tormented by the grief for son, went to heavens 
weeping for son... [1-1-32b, 33a]"
27,Bala,1,१-१-३३,मृते तु तस्मिन् भरतो वसिष्ठप्रमुखैर्द्विजैः,"""On Dasharatha's dying, though Bharata had been appointed for kingship by Sage Vashishta and other Brahmanas, that highly mighty one did not desire kingdom.
	That warrior Bharata went to forest to propitiate the venerable Rama... [1-1-33b. 34]"
28,Bala,1,१-१-३५,"गत्वा तु स महात्मानं रामं सत्यपराक्रमम् |
अयाचद्भ्रातरं राममार्यभावपुरस्कृतः","""That Bharata, possessed of a worthy way of thinking [to get Rama installed as king], on going to Rama, begged his brother Rama, a great souled one and a 
	truly courageous one. Bharata spoke words in this manner to Rama - ""You alone, the knower of probity, be the king."" ... ' [1-1-35, 36a]"
29,Bala,1,१-१-३६,रामोऽपि परमोदारः सुमुखः सुमहायशाः,"""Even though Rama was very benevolent, gracious also, highly famed and with great prowess, Rama did not desire kingdom due to father's injunction... [1-1-36b, 37a]"
30,Bala,1,१-१-३७,पादुके चास्य राज्याय न्यासं दत्त्वा पुनः पुनः,"""Thereafter, repeatedly turning Bharata back, the elder brother, Rama, gave his wooden shoes to Bharata and entrusting them to represent him 
for the sake of kingdom. [1-1-37b, 38a]"
31,Bala,1,१-१-३८,स काममनवाप्यैव रामपादावुपस्पृशन्,"""That Bharata, thus with a desire unfulfilled, ruled the kingdom from Nandigrama, touching Rama's sandals representing feet of Rama, with an
expectation of Rama's arrival... [1-1-38b, 39a]"
32,Bala,1,१-१-३९,गते तु भरते श्रीमान् सत्यसन्धो जितेन्द्रियः,"""On the departure of Bharata, that splendid Rama, truth-bound, and self-controlled, anticipated the repeated 
visits of citizens and other people. To be undisturbed, Rama then entered Dandaka forests... [1-1-39b, 40]"
33,Bala,1,१-१-४१,"प्रविश्य तु महारण्यं रामो राजीवलोचनः |
विराधं राक्षसं हत्वा शरभङ्गं ददर्श ह","""That lotus-eyed Rama, on his entering the vast Dandaka forest, killed the demon Viraadha, and 
indeed beheld Sage Sharabhanga and also Sage Suteekhsna, Sage Agastya and likewise Sage Agastya's 
brother... [1-1-41, 42a]"
34,Bala,1,१-१-४२,अगस्त्यवचनाच्चैव जग्राहैन्द्रं शरासनम्,"""On Sage Agastya's word, Rama, with great delight, received from Agastya, Indra's bow along with the sword and two quivers with ever replenishing
 arrows... [1-1-42b, 43a]"
35,Bala,1,१-१-४३,वसतस्तस्य रामस्य वने वनचरैः सह,"""During Rama's stay in the forest, all the sages together with other forest dwellers,
approached him for the elimination of ogres and demons... [1-1-43b, 44a]"
36,Bala,1,१-१-४४,स तेषां प्रतिशुश्राव राक्षसानां तथा वने,"""He [Rama] agreed to that supplication of those sages dwelling in the forest of demons. A promise was also made by Rama to the sages who equalled 
the fire and who were living in that Dandaka forest about killing of the demons in combat... [1-1-44b, 45]"
37,Bala,1,१-१-४६,"तेन तत्रैव वसता जनस्थाननिवासिनी  |
विरूपिता शूर्पणखा राक्षसी कामरूपिणी","""While Rama was living there in the Dandaka forest, a guise-changing demoness named Shuurpa-nakha, who was 
a resident of Janasthana, a portion of Dandaka forest, was disfigured by him..."
38,Bala,1,१-१-४७,"ततः शूर्पणखावाक्यादुद्युक्तान् सर्वराक्षसान् |
खरं त्रिशिरसं चैव दूषणं चैव राक्षसम्","""Then in a battle, Rama killed all demons who became zealously active incited by Suurphanakha's words, 
including the demons Khara, Trishira, Duushana together with all of their foot-followers... [1-1-47, 48a]"
39,Bala,1,१-१-४८,वने तस्मिन्निवसता जनस्थाननिवासिनाम्,"""During Rama's stay in that forest, fourteen thousand demon inhabitants of Janasthana became slain... [1-1-48b, 49a]"
40,Bala,1,१-१-४९,ततो ज्ञातिवधं श्रुत्वा रावणः क्रोधमूर्छितः,"""Then, on hearing the slaughter of his kinsmen, Ravana convulsed in anger and sought to get the help of a 
		demon named Maareecha... [1-1-49b, 50a]"
41,Bala,1,१-१-५०,वार्यमाणः सुबहुशो मारीचेन स रावणः,"""But Maareecha restrained Ravana telling him many times, 'Oh, Ravana! Rivarly with that formidable 
Rama is not appropriate of you...' [1-1-50b, 51a]"
42,Bala,1,१-१-५१,अनादृत्य तु तद्वाक्यं रावणः कालचोदितः,"""Then disregarding Maareecha's words and impelled by his own fate, Ravana advanced to the 
place of Rama's hermitage along with Maareecha... [1-1-51b, 52a]"
43,Bala,1,१-१-५२,तेन मायाविना दूरमपवाह्य नृपात्मजौ,"""After taking away of Rama and Lakshmana to a distance by the trickster Maareecha, Ravana stole Rama's wife after killing Jatayu... [1-1-52b, 53a]"
44,Bala,1,१-१-५३,गृध्रं च निहतं दृष्ट्वा हृतां श्रुत्वा च मैथिलीम्,"""Raghava on seeing the smitten Jatayu and also on hearing about Seetha's abduction, wailed with disturbed senses, 
seething with anguish  ... [1-1-53b, 54a]"
45,Bala,1,१-१-५४,ततस्तेनैव शोकेन गृध्रं दग्ध्वा जटायुषम्,"""Rama then cremated that vulture Jataayu with that state of anguish, and while searching for Seetha in forest, he 
indeed saw a demon named Kabandha, deformed in his looks and with a terrible appearance... [1-1-54b, 
55]"
46,Bala,1,१-१-५६,"तं निहत्य महाबाहुर्ददाह स्वर्गतश्च सः |
स चास्य कथयामास शबरीं धर्मचारिणीम्","""That Rama with great arms after slaying Kabandha, cremated him and Kabandha obtanined heaven. Before going to heaven, he spoke thus to Rama:
'Oh Raghava! You proceed to Sabari, a lady with righteous conduct, an expert in probity and a devotee.'... [1-1-56, 57a]"
47,Bala,1,१-१-५७,सोऽभ्यगच्छन्महातेजाः शबरीं शत्रुसूदनः,"""That great resplendent Rama, the son of Dasaratha, an anhillator of enemies, approached Sabari and was thoroughly honoured by her... [1-1-57b, 58a]"
48,Bala,1,१-१-५८,पम्पातीरे हनुमता सङ्गतो वानरेण ह,"""Rama was united indeed with the Vanara Hanuma on the banks of Lake Pampa, and upon the word of Hanuma, Rama met with 
	Sugreeva... [1-1-58b, 59b]"
49,Bala,1,१-१-५९,सुग्रीवाय च तत्सर्वं शंसद्रामो महाबलः,"""The highly powerful Rama detailed from the beginning all that happened, and in particular the abduction of Seetha, to Sugriva 
and to Hanuma also... [1-1-59b, 60a]"
50,Bala,1,१-१-६०,सुग्रीवश्चापि तत्सर्वं श्रुत्वा रामस्य वानरः,"""The Vanara Sugreeva after listening to all that talk of Rama made friendship with Rama delightedly with sacred fire as witness... [1-1-60b, 61a]"
51,Bala,1,१-१-६१,ततो वानरराजेन वैरानुकथनं प्रति,"""Then out of affection, the incident was related with regard to Sugreeva's enemity with Vali  
in its entirety by the Vanara King with grief to Rama ... [1-1-61b, 62a]"
52,Bala,1,१-१-६२,प्रतिज्ञातं च रामेण तदा वालिवधं प्रति,"""Then a solemn promise was made by Rama with regards to killing of Vali. In that regard Vanara Sugreeva also described Vali's strength... [1-1-62b, 63a]"
53,Bala,1,१-१-६३,सुग्रीवः शङ्कितश्चासीन्नित्यं वीर्येण राघवे,"""But Sugreeva remained ever doubtful with respect to Raghava, about Raghava's prowess. Sugreeva showed Dundubhi's big and great mountain-like
dead body to gain confidence in Raghava... [1-1-63b, 64]"
54,Bala,1,१-१-६५,"उत्स्मयित्वा महाबाहुः प्रेक्ष्य चास्थि महाबलः |
पादाङ्गुष्ठेन चिक्षेप सम्पूर्णं दशयोजनम्","Great armed and very powerful Rama after seeing the bones of Dundubhi smiled and by the big toe of his foot threw it wholly for ten 
yojana-s length."
55,Bala,1,१-१-६६,"बिभेद च पुनः सालान् सप्तैकेन महेषुणा |
गिरिं रसातलं चैव जनयन् प्रत्ययं तदा","""Then again Rama ripped through seven massive Sala trees with only one great arrow, which not only went through 
the trees but also rent through a mountain, and to the nethermost subterranean of earth, in order to 
create faith in the mind of Sugreeva..."
56,Bala,1,१-१-६७,"ततः प्रीतमनाश्चैव विश्वस्तश्च महाकपिः  |
किष्किन्धां रामसहितो जगाम च गुहां तदा","""Thereafter great monkey Sugreeva with a gladdened heart by that act of Rama, proceeded to cave-like Kishkindha then along with Rama 
and with confidence in Rama's strength..."
57,Bala,1,१-१-६८,"ततोऽगर्जद्धरिवरः सुग्रीवो हेमपिङ्गलः |
तेन नादेन महता निर्जगाम हरीश्वरः","""Then that best monkey Sugreeva, with a golden hue, made a roaring sound. By that loud sound, the king of monkeys, Vali, emerged out..."
58,Bala,1,१-१-६९,"अनुमान्य तदा तारां सुग्रीवेण समागतः |
निजघान च तत्रैनं शरेणैकेन राघवः","""Then after Tara [wife of Vali] permitting, Vali met with Sugreeva in a combat. And Rama killed this Vali with a single arrow there..."
59,Bala,1,१-१-७०,"ततः सुग्रीववचनाद्धत्वा वालिनमाहवे |
सुग्रीवमेव तद्राज्ये राघवः प्रत्यपादयत्","""Then Raghava after killing Vali in a combat as per Sugreeva's plea, installed Sugreeva alone as the king of Vanaras.."
60,Bala,1,१-१-७१,"स च सर्वान् समानीय वानरान् वानरर्षभः  |
दिशः प्रस्थापयामास दिदृक्षुर्जनकात्मजाम्","""That best among monkeys, Sugreeva, after summoning all Vanaras, dispatched them in different directions to behold the daughter of Janaka..."
61,Bala,1,१-१-७२,"ततो गृध्रस्य वचनात्सम्पातेेर्हनुमान् बली |
शतयोजनविस्तीर्णं पुप्लुवे लवणार्णवम्","""After that, the strong Hanuma, upon the word of the vulture Sampati who was elder brother of Jatayu, flew across the salty ocean
 one hundred yojanas in breadth..."
62,Bala,1,१-१-७३,"तत्र लङ्कां समासाद्य पुरीं रावणपालिताम् |
ददर्श सीतां ध्यायन्तीमशोकवनिकां गताम्","""On reaching the city of Lanka ruled by Ravana, Hanuma saw Seetha situated in Ashoka gardens there and meditating on Rama alone..."
63,Bala,1,१-१-७४,"निवेदयित्वाभिज्ञानं प्रवृत्तिं च निवेद्य च |
समाश्वास्य च वैदेहीं मर्दयामास तोरणम्","""After delivering to Seetha the mark of identification in the form of a ring from Rama and also communicating
 Rama's disposition and consoling Vaidehi, Hanuma destroyed the welcome-arch of Ashoka gardens..."
64,Bala,1,१-१-७५,"पञ्च सेनाग्रगान् हत्वा सप्त मन्त्रिसुतानपि |
शूरमक्षं च निष्पिष्य ग्रहणं समुपागमत्","""After killing five army chiefs and seven minister's sons and crushing the valiant Aksha, Hanuma got into state of captivity..."
65,Bala,1,१-१-७६,"अस्त्रेणोन्मुक्तमात्मानं ज्ञात्वा पैतामहाद्वरात् |
मर्षयन् राक्षसान् वीरो यन्त्रिणस्तान्यदृच्छया","""Knowing himself to be free from the captivity of the weapon according to Brahma's boon, the valiant great monkey Hanuma
enduring those demons with self-will who tied his tail with ropes with the intention of burning it, there after burning the city of Lanka while 
 leaving from fire the Seetha of Mithila, got back again to convey the pleasant news to Rama ... [1-1-76, 77]"
66,Bala,1,१-१-७८,"सोऽभिगम्य महात्मानं कृत्वा रामं प्रदक्षिणम् |
न्यवेदयदमेयात्मा दृष्टा सीतेति तत्त्वतः","""Approaching the great Rama and peforming circumambulation around Rama, Hanuma having an inestimable intelligence,
submitted in essence thus: 'Seen Seetha...'"
67,Bala,1,१-१-७९,"ततः सुग्रीवसहितो गत्वा तीरं महोदधेः	|
समुद्रं क्षोभयामास शरैरादित्यसन्निभैः","""There-after, Rama along with Sugreeva and other monkeys went to the shore of Great Ocean, and put the Ocean-god to turmoil with his arrows 
comparable to the Sun..."
68,Bala,1,१-१-८०,"दर्शयामास चात्मानं समुद्रः सरितां पतिः |
समुद्रवचनाच्चैव नलं सेतुमकारयत्","""The Ocean-god revealed himself and upon his word, Nala built the bridge across the ocean..."
69,Bala,1,१-१-८१,"तेन गत्वा पुरीं लङ्कां हत्वा रावणमाहवे |
रामः सीतामनुप्राप्य परां व्रीडामुपागमत्","""Rama, having gone to the city of Lanka by that bridge, killing Ravana in a battle, experienced great shame on getting Seetha back..."
70,Bala,1,१-१-८२,"तामुवाच ततो रामः परुषं जनसंसदि |
अमृष्यमाणा सा सीता विवेश ज्वलनं सती","""There-after, Rama spoke harshly to Seetha in the assembly of the people. Being devoted to her husband, that Seetha, intolerant of the
 harsh words of Rama, entered into burning fire..."
71,Bala,1,१-१-८३,"ततोऽग्निवचनात्सीतां ज्ञात्वा विगतकल्मषाम् |
कर्मणा तेन महता त्रैलोक्यं सचराचरम्","""Then, upon the word of Fire-god, having known Seetha to be sinless, Rama became extremely glad.
Worshipped by all gods he became resplendent. By that accomplishment of the great Raghava the three worlds together with mobile and immobile
beings, and with groups of gods and sages became exultant... [1-1-83, 84]"
72,Bala,1,१-१-८५,"अभिषिच्य च लङ्कायां राक्षसेन्द्रं विभीषणम् |
कृतकृत्यस्ततो रामो विज्वरः प्रमुमोद ह","""Enthroning Vibheeshana as the chieftain of demons in Lanka, and with a done deed, 
Rama then rejoiced highly indeed free from distress..."
73,Bala,1,१-१-८६,"देवताभ्यो वरं प्राप्य समुत्थाप्य च वानरान्  |
अयोध्यां प्रस्थितो रामः पुष्पकेण सुहृद् वृतः","""After obtaining a boon from the gods, Rama  raised up monkeys from death. He then travelled to Ayodhya by Pushpaka aircraft
surrounded by good hearted ones..."
74,Bala,1,१-१-८७,"भरद्वाजाश्रमं गत्वा रामः सत्यपराक्रमः |
भरतस्यान्तिकं रामो हनुमन्तं व्यसर्जयत्","""Rama, with true valour, on going to sage Bharadwaja's hermitage, sent Hanuma to the presence of Bharata..."
75,Bala,1,१-१-८८,"पुनराख्यायिकां जल्पन् सुग्रीवसहितश्च सः |
पुष्पकं तत्समारुह्य नन्दिग्रामं ययौ तदा","""Then, having boarded Pushpaka aircraft again after leaving the hermitage of Bharadwaja, and narrating past history
 to Sugreeva and others about the events in the days of his exile in forests, while flying overhead 
of the very same places, Rama went to Nandigrama..."
76,Bala,1,१-१-८९,"नन्दिग्रामे जटां हित्वा भ्रातृभिः सहितोऽनघः |
रामः सीतामनुप्राप्य राज्यं पुनरवाप्तवान्","""That sinless Rama rejoining with all of his brothers in the village Nandigrama removed his matted hair. 
Thus he, on regaining Seetha and on discarding hermit's role again became 
a householder, and he regained his kingdom also..."
77,Bala,1,१-१-९०,"प्रहृष्टमुदितो लोकस्तुष्टः पुष्टः सुधार्मिकः |
निरामयो ह्यरोगश्च दुर्भिक्षभयवर्जितः","""When Rama is ruling the world will be highly rejoiced and happy, satisfied and abundant, 
also very righteous, wholesome, disease-free, and free from fear of famine..."" Thus Narada is 
foreseeing the future and telling Valmiki."
78,Bala,1,१-१-९१,"न पुत्रमरणं किंचिद्द्रक्ष्यन्ति पुरुषाः क्वचित् |
नार्यश्चाविधवा नित्यं भविष्यन्ति पतिव्रताः","""While Rama is on the throne men will not see the deaths of their children anywhere in their lifetime, 
and the ladies will remain husband-devouted and unwidowed during their lifetime..."
79,Bala,1,१-१-९२,"न चाग्निजं भयं किञ्चिन्नाप्सु मज्जन्ति जन्तवः |
न वातजं भयं किञ्चिन्नापि ज्वरकृतं तथा","""In the kingdom of Rama, there will be no fear for his subjects from wildfires, gale-storms or from diseases, 
and there will be no fear from hunger or thieves, nor the cattle will be drowned in floodwaters as well... [1-1-92, 
93a]"
80,Bala,1,१-१-९३,नगराणि च राष्ट्राणि धनधान्ययुतानि च,"""Cities and states as well will be replete with wealth and grains likewise. All his subjects will be highly glad always,
like in Krita yuga... [1-1-93b, 94a]"
81,Bala,1,१-१-९४,अश्वमेधशतैरिष्ट्वा तथा बहुसुवर्णकैः,"""Like-wise the highly illustrious Rama having performed hundreds of horse rituals and having donated plentiful gold and crores
of cows and wealth that cannot be counted to Brahmanas and to scholars according to custom... [1-1-94b, 95a]"
82,Bala,1,१-१-९६,"राजवंशान् शतगुणान् स्थापयिष्यति राघवः |
चातुर्वर्ण्यं च लोकेऽस्मिन् स्वे स्वे धर्मे नियोक्ष्यति","""In this world Raghava will establish kingly dynasties in hundredfold and he will be maintaining the 
four-caste system positing each in his own duty, may it be caste-bound or provincial-kingdom-bound 
duty, in order to achieve a perfect social harmony..."
83,Bala,1,१-१-९७,"दशवर्षसहस्राणि दशवर्षशतानि च |
रामो राज्यमुपासित्वा ब्रह्मलोकं गमिष्यति","""Having served the kingdom for ten thousand years and another one thousand years, i.e. for a total 
of eleven thousand years, Rama will go to the abode of Brahma..."
84,Bala,1,१-१-९८,"इदं पवित्रं पापघ्नं पुण्यं वेदैश्च सम्मितम् |
यः पठेद्रामचरितं सर्वपापैः प्रमुच्यते","""This Ramayana is holy, sin-eradicating, merit-endowing, and conformable with the teachings of Vedas.
Whoever reads this Legend of Rama, will be verily liberated of all sins..."
85,Bala,1,१-१-९९,"एतदाख्यानमायुष्यं पठन् रामायणं नरः |
सपुत्रपौत्रः सगणः प्रेत्य स्वर्गे महीयते","""This Ramayana is long-life giving. A narrative by reading which a human will be blessed with sons and grandsons, and after enjoying worldly
comforts with attendants, will be adored in heaven after demise..."
86,Bala,1,१-१-१००,"पठन् द्विजो वागृषभत्वमीयात् |
स्यात् क्षत्रियो भूमिपतित्वमीयात्","""By reading this Ramayana, that person if a Brahmana obtains excellency in speech, if a Kshatriya obtains land-lordship, if Vaisya
attains profit in trade and even if a Sudra attains excellence."" Thus Sage Narada gave a gist of Ramayana 
to Sage-poet Valmiki."
87,Bala,2,१-२-१,"नारदस्य तु तद्वाक्यं श्रुत्वा वाक्यविशारदः |
पूजयामास धर्मात्मा सहशिष्यो महामुनिः","Then, the great sage Valmiki, a skilled orator and a virtue-minded one, having heard those words of Narada, 
		worshipped him along with disciples."
88,Bala,2,१-२-२,"यथावत्पूजितस्तेन देवर्षिर्नारदस्तथा |
आपृच्छैवाभ्यनुज्ञातः स जगाम विहायसम्","That divine sage Narada being worshipped befittingly by Valmiki in that way, on seeking 
permission of Valmiki to leave and having been permitted by Valmiki, went away heaven-ward."
89,Bala,2,१-२-३,"स मुहूर्तं गते तस्मिन्देवलोकं मुनिस्तदा |
जगाम तमसातीरं जाह्नव्यास्त्वविदूरतः","Then, on Narada's going to the world of gods in a trice, that sage Valmiki went to the banks of Tamasa river not far from Jahnavi river."
90,Bala,2,१-२-४,"स तु तीरं समासाद्य तमसाया महामुनिः |
शिष्यमाह स्थितं पार्श्वे दृष्ट्वा तीर्थमकर्दमम्","Then that sage Valmiki on reaching the shore of the clean Tamasa, and on beholding a ford of that river, spoke to his disciple who was at his side."
91,Bala,2,१-२-५,"अकर्दममिदं तीर्थं भरद्वाज निशामय |
रमणीयं प्रसन्नाम्बु सन्मनुष्यमनो यथा","""Oh! Bharadwaja, behold this ford which is without dirt, with clear waters and pleasant like a virtuous man's mind."
92,Bala,2,१-२-६,"न्यस्यतां कलशस्तात दीयतां वल्कलं मम |
इदमेवावगाहिष्ये तमसातीर्थमुत्तमम्","""My dear! Let the hand-vessel [kamaNDalu] be kept [there]. Let my bark-garment be given to me. I will enter this best 
ford of Tamasa only..."
93,Bala,2,१-२-७,"एवमुक्तो भरद्वाजो वाल्मीकेन महात्मना |
प्रायच्छत मुनेस्तस्य वल्कलं नियतो गुरोः","Thus being said by the great-souled Valmiki, Bharadwaaja who was obedient to his Guru, gave the bark-garment to the sage"
